Sex,Team,NOC,Games,Year,Season,City,Sport,Medal
F,Great Britain,GBR,1956 Summer,1956,Summer,Melbourne,Athletics,Silver
M,Germany,GER,1960 Summer,1960,Summer,Roma,Rowing,Gold
M,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Water Polo,Bronze
M,Germany-1,GER,2006 Winter,2006,Winter,Torino,Bobsleigh,Gold
M,East Germany-2,GDR,1984 Winter,1984,Winter,Sarajevo,Bobsleigh,Gold
M,East Germany-1,GDR,1984 Winter,1984,Winter,Sarajevo,Bobsleigh,Gold
M,East Germany-1,GDR,1988 Winter,1988,Winter,Calgary,Bobsleigh,Silver
M,East Germany-1,GDR,1988 Winter,1988,Winter,Calgary,Bobsleigh,Silver
M,Germany-1,GER,1992 Winter,1992,Winter,Albertville,Bobsleigh,Silver
M,Germany-1,GER,1994 Winter,1994,Winter,Lillehammer,Bobsleigh,Bronze
M,Germany,GER,1900 Summer,1900,Summer,Paris,Swimming,Gold
M,Deutscher Schwimm Verband Berlin,GER,1900 Summer,1900,Summer,Paris,Swimming,Gold
M,Czechoslovakia,TCH,1984 Winter,1984,Winter,Sarajevo,Ice Hockey,Silver
M,Czechoslovakia,TCH,1992 Winter,1992,Winter,Albertville,Ice Hockey,Bronze
F,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Handball,Bronze
F,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Handball,Bronze
M,Bona Fide,GBR,1900 Summer,1900,Summer,Paris,Sailing,Gold
M,Laurea-1,GBR,1900 Summer,1900,Summer,Paris,Sailing,Bronze
F,Australia,AUS,2004 Summer,2004,Summer,Athina,Rowing,Bronze
M,Czechoslovakia,TCH,1968 Winter,1968,Winter,Grenoble,Ice Hockey,Silver
M,Czechoslovakia,TCH,1972 Winter,1972,Winter,Sapporo,Ice Hockey,Bronze
M,Great Britain,GBR,1908 Summer,1908,Summer,London,Athletics,Silver
M,Japan,JPN,1994 Winter,1994,Winter,Lillehammer,Speed Skating,Bronze
M,United States,USA,1912 Summer,1912,Summer,Stockholm,Athletics,Bronze
M,Czechoslovakia,TCH,1956 Summer,1956,Summer,Melbourne,Shooting,Silver
M,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Wrestling,Bronze
M,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Water Polo,Gold
M,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Water Polo,Bronze
M,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Rowing,Gold
M,Germany,GER,1936 Summer,1936,Summer,Berlin,Canoeing,Bronze
M,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Rowing,Gold
M,Norway,NOR,1936 Summer,1936,Summer,Berlin,Football,Bronze
M,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Hockey,Bronze
M,United States,USA,1924 Summer,1924,Summer,Paris,Water Polo,Bronze
M,East Germany,GDR,1972 Summer,1972,Summer,Munich,Canoeing,Gold
M,Germany,GER,1936 Summer,1936,Summer,Berlin,Canoeing,Silver
M,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Equestrianism,Gold
M,Germany,GER,1936 Summer,1936,Summer,Berlin,Athletics,Bronze
M,Canada,CAN,1956 Winter,1956,Winter,Cortina d'Ampezzo,Ice Hockey,Bronze
M,Union des Socits Franais de Sports Athletiques,GBR,1900 Summer,1900,Summer,Paris,Cricket,Silver
F,Germany,GER,1996 Summer,1996,Summer,Atlanta,Shooting,Silver
F,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Swimming,Bronze
F,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Swimming,Gold
F,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Swimming,Gold
M,Germany,GER,1936 Summer,1936,Summer,Berlin,Wrestling,Bronze
M,Austria,AUT,1994 Winter,1994,Winter,Lillehammer,Ski Jumping,Bronze
M,Austria,AUT,1998 Winter,1998,Winter,Nagano,Ski Jumping,Bronze
F,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Rowing,Gold
M,East Germany-1,GDR,1972 Winter,1972,Winter,Sapporo,Luge,Gold
F,Australia,AUS,2012 Summer,2012,Summer,London,Rowing,Silver
F,Peru,PER,1988 Summer,1988,Summer,Seoul,Volleyball,Silver
F,Soviet Union,URS,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gold
F,Soviet Union,URS,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gold
F,Soviet Union,URS,1952 Summer,1952,Summer,Helsinki,Gymnastics,Silver
F,Soviet Union,URS,1952 Summer,1952,Summer,Helsinki,Gymnastics,Silver
F,Soviet Union,URS,1952 Summer,1952,Summer,Helsinki,Gymnastics,Silver
F,Soviet Union,URS,1952 Summer,1952,Summer,Helsinki,Gymnastics,Silver
F,Soviet Union,URS,1952 Summer,1952,Summer,Helsinki,Gymnastics,Silver
M,United States,USA,1908 Summer,1908,Summer,London,Athletics,Bronze
M,United States,USA,1908 Summer,1908,Summer,London,Athletics,Silver
M,Leander Club-1,GBR,1912 Summer,1912,Summer,Stockholm,Rowing,Gold
M,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Rowing,Silver
M,United States,USA,1968 Summer,1968,Summer,Mexico City,Swimming,Bronze
M,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Football,Bronze
M,Cuba,CUB,1980 Summer,1980,Summer,Moskva,Boxing,Silver
F,Brazil,BRA,1996 Summer,1996,Summer,Atlanta,Basketball,Silver
M,United States,USA,1972 Summer,1972,Summer,Munich,Sailing,Bronze
M,United States-2,USA,1932 Winter,1932,Winter,Lake Placid,Bobsleigh,Silver
M,United States,USA,2008 Summer,2008,Summer,Beijing,Gymnastics,Bronze
M,United States,USA,2008 Summer,2008,Summer,Beijing,Gymnastics,Silver
M,Yugoslavia,YUG,1972 Summer,1972,Summer,Munich,Handball,Gold
M,Yugoslavia,YUG,1952 Summer,1952,Summer,Helsinki,Football,Silver
M,Yugoslavia,YUG,1968 Summer,1968,Summer,Mexico City,Wrestling,Silver
M,Croatia,CRO,2012 Summer,2012,Summer,London,Handball,Bronze
M,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Canoeing,Gold
M,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Canoeing,Bronze
M,Romania,ROU,1956 Summer,1956,Summer,Melbourne,Wrestling,Bronze
M,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Canoeing,Silver
M,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Canoeing,Gold
M,Hungary,HUN,2004 Summer,2004,Summer,Athina,Canoeing,Gold
M,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Modern Pentathlon,Bronze
M,Hungary,HUN,1972 Summer,1972,Summer,Munich,Weightlifting,Bronze
M,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Modern Pentathlon,Silver
M,Hungary,HUN,1960 Summer,1960,Summer,Roma,Fencing,Silver
M,Hungary,HUN,1960 Summer,1960,Summer,Roma,Fencing,Gold
F,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Handball,Bronze
F,Poland,POL,1956 Summer,1956,Summer,Melbourne,Gymnastics,Bronze
F,Japan,JPN,2012 Summer,2012,Summer,London,Swimming,Bronze
M,United States,USA,1968 Summer,1968,Summer,Mexico City,Basketball,Gold
F,Great Britain,GBR,2012 Summer,2012,Summer,London,Rowing,Gold
M,Great Britain,GBR,1960 Summer,1960,Summer,Roma,Fencing,Silver
M,Great Britain,GBR,1964 Summer,1964,Summer,Tokyo,Fencing,Silver
M,Hungary,HUN,2008 Summer,2008,Summer,Beijing,Water Polo,Gold
M,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Judo,Gold
M,Japan,JPN,1988 Summer,1988,Summer,Seoul,Judo,Bronze
F,Austria,AUT,2006 Winter,2006,Winter,Torino,Alpine Skiing,Silver
M,France,FRA,1998 Winter,1998,Winter,Nagano,Bobsleigh,Bronze
M,France,FRA,1928 Summer,1928,Summer,Amsterdam,Weightlifting,Silver
M,France,FRA,1932 Summer,1932,Summer,Los Angeles,Weightlifting,Gold
M,France,FRA,1936 Summer,1936,Summer,Berlin,Weightlifting,Gold
M,Ukraine,UKR,1996 Summer,1996,Summer,Atlanta,Weightlifting,Bronze
M,East Germany,GDR,1972 Summer,1972,Summer,Munich,Judo,Bronze
M,Germany,GER,1964 Summer,1964,Summer,Tokyo,Rowing,Bronze
M,West Germany,FRG,1968 Summer,1968,Summer,Mexico City,Rowing,Gold
F,China,CHN,1984 Summer,1984,Summer,Los Angeles,Volleyball,Gold
F,China,CHN,1988 Summer,1988,Summer,Seoul,Volleyball,Bronze
F,China,CHN,2012 Summer,2012,Summer,London,Taekwondo,Silver
M,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Athletics,Silver
M,Belgium,BEL,1948 Winter,1948,Winter,Sankt Moritz,Bobsleigh,Silver
M,United States,USA,2012 Summer,2012,Summer,London,Swimming,Gold
M,United States,USA,1952 Summer,1952,Summer,Helsinki,Equestrianism,Bronze
M,United States,USA,1968 Summer,1968,Summer,Mexico City,Rowing,Silver
F,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Rowing,Silver
F,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Rowing,Silver
M,United States,USA,1952 Summer,1952,Summer,Helsinki,Basketball,Gold
M,United States,USA,1956 Summer,1956,Summer,Melbourne,Basketball,Gold
M,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Judo,Bronze
F,Canada,CAN,1996 Summer,1996,Summer,Atlanta,Synchronized Swimming,Silver
M,Great Britain-2,GBR,2012 Summer,2012,Summer,London,Canoeing,Silver
M,Austria,AUT,1936 Summer,1936,Summer,Berlin,Handball,Silver
M,United States,USA,1924 Summer,1924,Summer,Paris,Athletics,Gold
M,United States,USA,1924 Summer,1924,Summer,Paris,Athletics,Gold
M,United States,USA,1928 Summer,1928,Summer,Amsterdam,Athletics,Gold
M,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Silver
M,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Swimming,Silver
M,United States,USA,2000 Summer,2000,Summer,Sydney,Basketball,Gold
M,Netherlands,NED,2012 Summer,2012,Summer,London,Equestrianism,Silver
F,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Cycling,Silver
M,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Football,Bronze
F,Finland,FIN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Bronze
F,Ukraine,UKR,2000 Summer,2000,Summer,Sydney,Athletics,Bronze
M,Germania II,GER,1936 Summer,1936,Summer,Berlin,Sailing,Bronze
M,United States,USA,1960 Summer,1960,Summer,Roma,Athletics,Bronze
M,United States,USA,2008 Summer,2008,Summer,Beijing,Basketball,Gold
M,Canada,CAN,2008 Summer,2008,Summer,Beijing,Rowing,Gold
M,Canada,CAN,2012 Summer,2012,Summer,London,Rowing,Silver
M,Great Britain,GBR,1960 Summer,1960,Summer,Roma,Fencing,Silver
M,Canada,CAN,2006 Winter,2006,Winter,Torino,Curling,Gold
F,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Gold
F,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Silver
F,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Gold
F,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Silver
F,United States,USA,1992 Summer,1992,Summer,Barcelona,Athletics,Silver
M,Great Britain,GBR,1936 Summer,1936,Summer,Berlin,Equestrianism,Bronze
M,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Rowing,Bronze
M,United States,USA,1972 Winter,1972,Winter,Sapporo,Ice Hockey,Silver
M,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Swimming,Bronze
F,Jamaica,JAM,2000 Summer,2000,Summer,Sydney,Athletics,Silver
M,United States,USA,1924 Summer,1924,Summer,Paris,Swimming,Gold
F,United States,USA,1904 Summer,1904,Summer,St. Louis,Archery,Gold
F,United States,USA,1904 Summer,1904,Summer,St. Louis,Archery,Gold
F,Cincinnati Archers,USA,1904 Summer,1904,Summer,St. Louis,Archery,Gold
M,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Rowing,Bronze
F,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Judo,Bronze
F,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Judo,Silver
M,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Equestrianism,Gold
M,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Equestrianism,Gold
M,Australia,AUS,2000 Summer,2000,Summer,Sydney,Equestrianism,Silver
M,Australia,AUS,2000 Summer,2000,Summer,Sydney,Equestrianism,Gold
M,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Cycling,Silver
M,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Cycling,Gold
M,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Cycling,Gold
M,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Cycling,Gold
M,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Cycling,Gold
M,Great Britain,GBR,2012 Summer,2012,Summer,London,Cycling,Gold
M,Great Britain,GBR,2012 Summer,2012,Summer,London,Cycling,Gold
M,France,FRA,1984 Summer,1984,Summer,Los Angeles,Canoeing,Bronze
M,France,FRA,1992 Summer,1992,Summer,Barcelona,Canoeing,Bronze
M,East Germany-2,GDR,1988 Winter,1988,Winter,Calgary,Bobsleigh,Bronze
M,United States,USA,1896 Summer,1896,Summer,Athina,Athletics,Gold
F,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Athletics,Bronze
F,Japan,JPN,2010 Winter,2010,Winter,Vancouver,Speed Skating,Silver
M,Denmark,DEN,2012 Summer,2012,Summer,London,Sailing,Silver
F,Denmark,DEN,2004 Summer,2004,Summer,Athina,Handball,Gold
M,Denmark,DEN,1960 Summer,1960,Summer,Roma,Canoeing,Bronze
M,Ormsund Roklub-2,NOR,1912 Summer,1912,Summer,Stockholm,Rowing,Bronze
M,Denmark,DEN,1996 Summer,1996,Summer,Atlanta,Badminton,Gold
M,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Archery,Bronze
F,Czech Republic-1,CZE,2012 Summer,2012,Summer,London,Tennis,Silver
M,Austria,AUT,1936 Summer,1936,Summer,Berlin,Canoeing,Gold
M,Austria,AUT,1936 Summer,1936,Summer,Berlin,Canoeing,Gold
M,Czech Republic,CZE,2012 Summer,2012,Summer,London,Canoeing,Silver
M,Czechoslovakia,TCH,1968 Winter,1968,Winter,Grenoble,Ice Hockey,Silver
M,Czechoslovakia,TCH,1992 Winter,1992,Winter,Albertville,Ice Hockey,Bronze
M,Czechoslovakia,TCH,1984 Winter,1984,Winter,Sarajevo,Ice Hockey,Silver
M,Czechoslovakia,TCH,1992 Summer,1992,Summer,Barcelona,Shooting,Gold
F,Czechoslovakia,TCH,1936 Summer,1936,Summer,Berlin,Gymnastics,Silver
M,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Swimming,Bronze
F,Czechoslovakia,TCH,1980 Summer,1980,Summer,Moskva,Hockey,Silver
F,Ukraine-1,UKR,2006 Winter,2006,Winter,Torino,Figure Skating,Bronze
M,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Rowing,Bronze
F,Chinese Taipei,TPE,2012 Summer,2012,Summer,London,Weightlifting,Silver
M,China,CHN,2008 Summer,2008,Summer,Beijing,Shooting,Bronze
M,China,CHN,2000 Summer,2000,Summer,Sydney,Diving,Silver
M,China,CHN,2000 Summer,2000,Summer,Sydney,Diving,Silver
M,China,CHN,2004 Summer,2004,Summer,Athina,Diving,Gold
F,China,CHN,1988 Summer,1988,Summer,Seoul,Rowing,Silver
F,China,CHN,1988 Summer,1988,Summer,Seoul,Rowing,Bronze
M,Chinese Taipei,TPE,2000 Summer,2000,Summer,Sydney,Taekwondo,Bronze
M,Chinese Taipei,TPE,2004 Summer,2004,Summer,Athina,Taekwondo,Silver
M,Chinese Taipei,TPE,1992 Summer,1992,Summer,Barcelona,Baseball,Silver
F,China,CHN,2008 Summer,2008,Summer,Beijing,Fencing,Silver
F,China,CHN,1992 Summer,1992,Summer,Barcelona,Badminton,Bronze
M,China,CHN,1996 Summer,1996,Summer,Atlanta,Gymnastics,Silver
F,China,CHN,2008 Summer,2008,Summer,Beijing,Hockey,Silver
M,China,CHN,1996 Summer,1996,Summer,Atlanta,Gymnastics,Silver
F,China,CHN,2000 Summer,2000,Summer,Sydney,Badminton,Silver
F,China,CHN,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Bronze
F,China,CHN,2004 Summer,2004,Summer,Athina,Trampolining,Bronze
F,China,CHN,2012 Summer,2012,Summer,London,Trampolining,Silver
M,China,CHN,1984 Summer,1984,Summer,Los Angeles,Shooting,Bronze
M,China,CHN,1988 Summer,1988,Summer,Seoul,Shooting,Silver
F,China,CHN,2004 Summer,2004,Summer,Athina,Badminton,Silver
M,Chinese Taipei,TPE,1992 Summer,1992,Summer,Barcelona,Baseball,Silver
F,China,CHN,2012 Summer,2012,Summer,London,Rowing,Silver
F,China,CHN,1988 Summer,1988,Summer,Seoul,Swimming,Silver
M,China,CHN,2000 Summer,2000,Summer,Sydney,Gymnastics,Gold
M,China,CHN,2008 Summer,2008,Summer,Beijing,Gymnastics,Gold
F,China,CHN,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Bronze
F,China,CHN,2012 Summer,2012,Summer,London,Synchronized Swimming,Bronze
F,China,CHN,2012 Summer,2012,Summer,London,Synchronized Swimming,Silver
F,China,CHN,1992 Summer,1992,Summer,Barcelona,Athletics,Silver
M,Switzerland-1,SUI,1972 Winter,1972,Winter,Sapporo,Bobsleigh,Bronze
M,Switzerland-1,SUI,1972 Winter,1972,Winter,Sapporo,Bobsleigh,Gold
F,Czechoslovakia,TCH,1980 Summer,1980,Summer,Moskva,Hockey,Silver
M,Cincinnati Archers,USA,1904 Summer,1904,Summer,St. Louis,Archery,Silver
M,United States,USA,1924 Summer,1924,Summer,Paris,Athletics,Gold
M,United States,USA,1976 Summer,1976,Summer,Montreal,Basketball,Gold
M,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Swimming,Silver
F,Switzerland,SUI,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Bronze
F,Germany,GER,2010 Winter,2010,Winter,Vancouver,Skeleton,Bronze
M,Italy-1,ITA,1994 Winter,1994,Winter,Lillehammer,Bobsleigh,Bronze
M,Italy-1,ITA,1998 Winter,1998,Winter,Nagano,Bobsleigh,Gold
M,Germany,GER,1964 Summer,1964,Summer,Tokyo,Boxing,Silver
M,Austria,AUT,1968 Winter,1968,Winter,Grenoble,Alpine Skiing,Silver
M,France,FRA,1924 Summer,1924,Summer,Paris,Gymnastics,Silver
M,Finland,FIN,1924 Summer,1924,Summer,Paris,Shooting,Silver
M,Finland,FIN,1924 Summer,1924,Summer,Paris,Shooting,Bronze
M,Italy-1,ITA,1992 Winter,1992,Winter,Albertville,Luge,Bronze
M,Italy-2,ITA,1994 Winter,1994,Winter,Lillehammer,Luge,Silver
M,Finland,FIN,1924 Summer,1924,Summer,Paris,Shooting,Bronze
M,Germany-2,GER,1928 Winter,1928,Winter,Sankt Moritz,Bobsleigh,Bronze
M,Germany-1,GER,1932 Winter,1932,Winter,Lake Placid,Bobsleigh,Bronze
M,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Water Polo,Bronze
M,Italy-1,ITA,1994 Winter,1994,Winter,Lillehammer,Luge,Gold
M,Netherlands,NED,1912 Summer,1912,Summer,Stockholm,Fencing,Bronze
M,Netherlands,NED,1912 Summer,1912,Summer,Stockholm,Fencing,Bronze
M,Netherlands,NED,1920 Summer,1920,Summer,Antwerpen,Fencing,Bronze
F,Germany,GER,1908 Summer,1908,Summer,London,Figure Skating,Gold
M,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Sailing,Gold
F,Germany,GER,1960 Summer,1960,Summer,Roma,Athletics,Silver
F,Czechoslovakia,TCH,1968 Summer,1968,Summer,Mexico City,Athletics,Gold
M,Canada,CAN,1968 Winter,1968,Winter,Grenoble,Ice Hockey,Bronze
M,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Equestrianism,Bronze
F,United States,USA,2004 Summer,2004,Summer,Athina,Football,Gold
F,United States,USA,2008 Summer,2008,Summer,Beijing,Football,Gold
F,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Shooting,Bronze
M,Czechoslovakia,TCH,1936 Summer,1936,Summer,Berlin,Gymnastics,Gold
M,United States,USA,1992 Summer,1992,Summer,Barcelona,Swimming,Gold
M,United States,USA,1992 Summer,1992,Summer,Barcelona,Swimming,Bronze
M,United States,USA,1996 Summer,1996,Summer,Atlanta,Swimming,Gold
M,United States,USA,2008 Summer,2008,Summer,Beijing,Water Polo,Silver
M,Canada,CAN,1928 Winter,1928,Winter,Sankt Moritz,Ice Hockey,Gold
F,United States,USA,1960 Summer,1960,Summer,Roma,Athletics,Gold
F,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Gold
M,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Bronze
M,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Silver
M,Mexico,MEX,1932 Summer,1932,Summer,Los Angeles,Shooting,Silver
M,France,FRA,1948 Summer,1948,Summer,London,Fencing,Gold
M,Angelita,USA,1932 Summer,1932,Summer,Los Angeles,Sailing,Gold
M,United States,USA,2000 Summer,2000,Summer,Sydney,Athletics,Bronze
M,Germany,GER,1936 Summer,1936,Summer,Berlin,Hockey,Silver
F,Germany,GER,2006 Winter,2006,Winter,Torino,Luge,Bronze
F,Germany,GER,2010 Winter,2010,Winter,Vancouver,Luge,Gold
M,Switzerland,SUI,1936 Summer,1936,Summer,Berlin,Handball,Bronze
M,Switzerland,SUI,1936 Summer,1936,Summer,Berlin,Handball,Bronze
F,Zimbabwe,ZIM,1980 Summer,1980,Summer,Moskva,Hockey,Gold
F,Canada,CAN,1996 Summer,1996,Summer,Atlanta,Cycling,Bronze
F,Canada,CAN,1996 Summer,1996,Summer,Atlanta,Cycling,Bronze
F,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Speed Skating,Bronze
F,Canada,CAN,2006 Winter,2006,Winter,Torino,Speed Skating,Gold
F,Canada,CAN,2006 Winter,2006,Winter,Torino,Speed Skating,Silver
F,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Speed Skating,Bronze
M,Sorais-2,GBR,1908 Summer,1908,Summer,London,Sailing,Bronze
F,Great Britain,GBR,1932 Summer,1932,Summer,Los Angeles,Swimming,Bronze
M,United States,USA,1924 Summer,1924,Summer,Paris,Shooting,Bronze
M,United States,USA,1924 Summer,1924,Summer,Paris,Shooting,Gold
M,Sorais-2,GBR,1908 Summer,1908,Summer,London,Sailing,Bronze
M,Great Britain,GBR,1932 Summer,1932,Summer,Los Angeles,Art Competitions,Gold
M,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Rowing,Bronze
M,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Hockey,Bronze
F,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Figure Skating,Gold
M,Martha-1,FRA,1900 Summer,1900,Summer,Paris,Sailing,Silver
M,Martha-1,FRA,1900 Summer,1900,Summer,Paris,Sailing,Bronze
M,Norway,NOR,1948 Winter,1948,Winter,Sankt Moritz,Ski Jumping,Gold
M,Germany,GER,1996 Summer,1996,Summer,Atlanta,Rowing,Silver
M,Finland,FIN,1948 Winter,1948,Winter,Sankt Moritz,Nordic Combined,Silver
M,Finland,FIN,1980 Summer,1980,Summer,Moskva,Wrestling,Bronze
M,Finland,FIN,1960 Winter,1960,Winter,Squaw Valley,Cross Country Skiing,Gold
M,Finland,FIN,1964 Winter,1964,Winter,Innsbruck,Cross Country Skiing,Silver
M,Finland,FIN,1948 Summer,1948,Summer,London,Gymnastics,Gold
M,Finland,FIN,1948 Summer,1948,Summer,London,Gymnastics,Gold
M,Finland,FIN,1948 Summer,1948,Summer,London,Gymnastics,Silver
M,Finland,FIN,1948 Summer,1948,Summer,London,Gymnastics,Bronze
M,Finland,FIN,1948 Summer,1948,Summer,London,Gymnastics,Gold
M,United States,USA,1996 Summer,1996,Summer,Atlanta,Archery,Gold
M,United States,USA,1996 Summer,1996,Summer,Atlanta,Archery,Gold
M,Netherlands,NED,1996 Summer,1996,Summer,Atlanta,Judo,Bronze
M,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Judo,Gold
M,Netherlands,NED,2004 Summer,2004,Summer,Athina,Judo,Bronze
M,Brazil,BRA,2012 Summer,2012,Summer,London,Football,Silver
M,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Silver
M,Heatherbell,FIN,1912 Summer,1912,Summer,Stockholm,Sailing,Bronze
F,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Swimming,Gold
F,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Swimming,Gold
M,Sweden,SWE,1924 Summer,1924,Summer,Paris,Shooting,Silver
M,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Shooting,Silver
M,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Shooting,Silver
F,Sweden,SWE,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Figure Skating,Bronze
M,Great Britain,GBR,1908 Summer,1908,Summer,London,Shooting,Silver
M,Great Britain,GBR,1908 Summer,1908,Summer,London,Shooting,Gold
M,Great Britain,GBR,1912 Summer,1912,Summer,Stockholm,Shooting,Silver
M,United States,USA,1936 Summer,1936,Summer,Berlin,Rowing,Gold
M,Czechoslovakia,TCH,1964 Summer,1964,Summer,Tokyo,Volleyball,Silver
F,United States,USA,2004 Summer,2004,Summer,Athina,Gymnastics,Silver
F,United States,USA,2004 Summer,2004,Summer,Athina,Gymnastics,Silver
M,London City Police-1,GBR,1908 Summer,1908,Summer,London,Tug-Of-War,Gold
M,Great Britain,GBR,1912 Summer,1912,Summer,Stockholm,Tug-Of-War,Silver
M,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Tug-Of-War,Gold
M,Great Britain,GBR,1912 Summer,1912,Summer,Stockholm,Athletics,Bronze
F,Canada-1,CAN,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Gold
F,Norway,NOR,2000 Summer,2000,Summer,Sydney,Handball,Bronze
M,Switzerland,SUI,1920 Summer,1920,Summer,Antwerpen,Weightlifting,Silver
M,Switzerland,SUI,1924 Summer,1924,Summer,Paris,Weightlifting,Silver
F,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Swimming,Gold
F,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Swimming,Gold
F,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Swimming,Bronze
F,Germany,GER,1992 Summer,1992,Summer,Barcelona,Swimming,Bronze
F,Germany,GER,1992 Summer,1992,Summer,Barcelona,Swimming,Bronze
F,Germany,GER,1992 Summer,1992,Summer,Barcelona,Swimming,Silver
M,Canada,CAN,1964 Summer,1964,Summer,Tokyo,Rowing,Gold
M,Hungary,HUN,1956 Summer,1956,Summer,Melbourne,Canoeing,Bronze
M,Sorais-2,GBR,1908 Summer,1908,Summer,London,Sailing,Bronze
M,Great Britain,GBR,1972 Summer,1972,Summer,Munich,Sailing,Silver
M,Minotaur,USA,1960 Summer,1960,Summer,Roma,Sailing,Gold
M,Great Britain,GBR,1908 Summer,1908,Summer,London,Football,Gold
F,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Equestrianism,Bronze
M,United States,USA,1936 Summer,1936,Summer,Berlin,Rowing,Gold
M,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Rowing,Gold
